name,state,city,address,lattitude,longitude,type,ac_slow_price,ac_fast_price,dc_slow_price,dc_fast_price
"Adisakti Motors, Davangere",Karnataka,Davangere,"No 628/K24, Shramajeevi Building, PB Rd, beside Aradhya Steel Wire Ropes, Avaragere, Davanagere, Karnataka 577003",14.441957,75.95206,7.0,9.88834141668563,14.061840636749068,16.740819974180166,23.24662535252489
"True Sai Motors, Avaragere",Tamil Nadu,Krishnagiri,"No 417A/1A Krishnagiri Chennai Highway, Pethanapalli, opposite to Hotel, Krishnagiri, Tamil Nadu 635001",12.5306064,78.2375165,7.0,8.044758267201269,11.517140341217532,16.905427496250546,23.288186096122917
"True Sai Motors, Narasothipatti",Tamil Nadu,Salem,"No 73 Salem, Omalur Highway, next to Hotel Grand Estancia, Narasothipatti, Salem, Tamil Nadu 636004,636001",11.682985,78.1260402,7.0,7.087419623379226,13.163867865357673,17.302877589811235,18.345814270496696
"Vikarsh Nano technology, Dhangarwadi",Maharashtra,Satara,"Vikarsh Nano technology & Alloys pvt ltd, Gat No 273&274, Dhangarwadi village Tal- Khandala, Shirwal Dist- Satara 412801",18.11289,73.98985,7.0,9.083963660237973,13.45908278057826,15.895339622379003,18.46056873778054
"SR Tranzcars, Saibaba Koil",Tamil Nadu,Coimbatore,"1142-A, Mettupalayam Rd, Saibaba Koil, Coimbatore, Tamil Nadu 641043",11.022849,76.951635,7.0,8.394920324052492,10.017718737314794,17.419444439212732,20.72294200033459
"Lakshmi Motors, Ambattur",Tamil Nadu,Chennai,"#79, 80,81, NEAR WAVIN BUS STOP, Ambattur Industrial Estate, Chennai, Tamil Nadu 600058",13.0883447,80.1704698,7.0,8.8802417537064,10.328769837107444,17.7216744690803,22.71709883265043
"Lakshmi Motors, Velachery",Tamil Nadu,Chennai,"No 42, Velachery Main Rd, Guindy National Park, Guindy, Chennai, Tamil Nadu 600032",13.0080236,80.22165,7.0,9.359305471817837,14.430701649419758,17.26121714406527,18.890054381819702
"Lilium Park, SH 44",Maharashtra,Ahmednagar,"Hotel Lilium Park State Highway 44, Opp. Lemon Tree Hotel, Ahmednagar, Maharashtra 414106",19.26433634,74.82719974,7.0,7.928951603562514,11.094856060407768,15.010253909977957,20.40499439728437
"Oberai Motors,  ISBT Rd",Uttarakhand,Dehradun,"Near, ISBT Chowk, Shimla Bypass Rd, Majra, Dehradun, Uttarakhand 248001",30.289739,77.998788,7.0,9.24237463432423,13.08673671672797,17.446513715622984,18.892005672081833
"Ashok Auto Sales, Civil Lines",Uttar Pradesh,Agra,"119-120/8, Sanjay Palace, Sanjay Place, Civil Lines, Agra, Uttar Pradesh 282002",27.200798,78.008796,7.0,9.085990790895778,10.545155606357987,16.200208629503027,19.51222998587941
"IOCL - MC2, Industrial Area II",Punjab,Chandigarh,"Indian OIL - MC 2 , Industrial area Phase-II MC Site, CHANDIGARH TOZIRAKPUR ROAD AT INDUSTRIAL AREA, PHASE-II, CHANDIGARH (U.T.), Chandigarh, PIN: 160002",30.69649,76.79662,7.0,7.150200939747537,13.547975534362294,17.39327517715727,23.95265640441994
"IOCL - COCO WRD, Agarkar Nagar",Maharashtra,Pune,"Agarkar Nagar, Pune, Maharashtra 411001",18.5269679,73.8655123,7.0,7.715201349626091,14.728477068426582,15.933709486268702,23.516011968704206
"KVR Dream vehicles, Vidya Nagar",Kerala,Kasargod,"Panalam Nayamar Moola, Alampady Manya Road, Vidya Nagar, PO, Kasaragod, Kerala 671123",12.51382323,75.02713173,7.0,7.611102988824841,13.05711613030712,17.714181285435952,18.913972733852358
"Sree Auto, BH Road Tumakuru",Karnataka,Tumakuru,"No 1 BH Road Near Gubbi, Gate, Tumakuru, Karnataka 572107",13.344796,77.080192,7.0,7.776424630865912,12.75368975469142,17.95002524425608,19.321177146130168
"IOCL COCO Chengampalli, Salem-Kochi Highway",Tamil Nadu,Chengampalli,"Salem - Kochi Hwy, Vadamugam Kangayapalayam, Tamil Nadu 638812",11.213022,77.441968,7.0,9.878364413910031,10.800187784398535,15.500760786553625,18.84863347800965
"Hotel Vididhi, Kothagudam",Telangana,Madgulapally,"Survey No. 173/2, 174/6, State Highway 2 NAM Expressway, Miryalaguda Highway Near Madugulapally Toll Plaza Kothagudam, Village, Madgulapally, Telangana 508247",16.991031,79.44047,7.0,9.169001077175537,13.928049472007924,15.514147920668037,22.641589446634462
"Select Cars, Hyderabad Rd - Kothirampur",Telangana,Karimnagar,"No 8-6-396, Hyderabad Rd, Kothirampur, Karimnagar, Telangana 505001",18.417928,79.13639,7.0,7.35896851556797,12.776848289790138,17.16900835721282,22.384730702862576
"MIDAS, Muzzafarnagar",Uttar Pradesh,Muzaffarnagar,"PLOT NO. 77-1 Delhi - Haridwar, Bypass, Hwy, Muzaffarnagar, Uttar Pradesh 251001",29.4585464,77.7397628,7.0,7.066627021381398,13.730213649683183,17.56206479583629,19.387279565306482
"MIDAS Auto, Industrial Area ",Uttarakhand,Haridwar,"No E17 Old, Industrial Area, Haridwar, Uttarakhand 249401",29.942456,78.144234,7.0,7.402513738064936,14.62279555461038,16.274359380649297,18.892759799939263
"Basudeb Auto Limited, Shanti Nagar",Jharkhand,Ranchi,"Basudeb Auto, Shanti Nagar, Plot No 11, Kokar Industrial Area, Shanti Nagar, Ranchi, Jharkhand 834001",23.371302,85.350737,7.0,9.76978603652745,13.91321738489134,16.430476675825837,18.814472423045498
"Matsya Amazon Kitchens, Kurnool Rd",Andhra pradesh,Kurnool,"NH 44; Bangalore - Hyderabad  highway, Kurnool Rd, Andhra Pradesh 518216",15.576915,77.93704,7.0,7.442364965083362,11.361678286532161,17.537801061918596,20.261206981690293
"Utkarsh Mototech, Assam Trunk Rd",Assam,Guwahati,"Kamakhya Gate, Swastik Ayodhya Complex, Assam Trunk Rd, Guwahati, Assam 781009",26.164406,91.715516,7.0,8.596545953942545,12.856933418838764,17.370834955579532,21.401965193305863
"Hotel Grand Leela Krishna, Bhimavaram",Madhya Pradesh,Bhimavaram,"Undi Rd, Balusumoodi, Bhimavaram, Andhra Pradesh 534202",16.5451748,81.5199403,7.0,8.891691209523712,13.798256724561549,15.321910610583119,18.972301214188086
"Jadhav Solar & Automotives, Badnera",Maharashtra,"Amravati, MH","Jadhav Solar & Automotives Pvt.  Ltd., Jadhav E-Vehicles, Ground floor, Rangoli Pearl Hotel, Nawathe Square, Badnera Road, Amravati, MH- 444607",20.909443,77.7522447,7.0,9.536489963779582,14.84770363970439,17.600789031115617,23.03258617747902
"IOCL - SUJIT AUTOMOBILES, Bangalore-Kanyakumari Road",Maharashtra,Butibori,"Bangalore - Salem - Madurai - Kanyakumari Road, Butibori, Maharashtra 441108",20.92258656,78.99986387,7.0,7.99051626494632,10.11506858691238,17.979802872887753,19.1163286362085
"Tata Steel Car Parking, Northern Town",Jharkhand,Jamshedpur,"Northern Town, Jamshedpur, Jharkhand 831001",22.800099,86.188305,7.0,7.217009013133255,13.482174497888327,17.225203621279014,22.68758720566753
"Sakchi - Parking, Basant Central",Jharkhand,Jamshedpur,"Sakchi, Jamshedpur, Jharkhand 831001",22.802611,86.203633,7.0,9.962387154978424,14.634846476136138,17.120034523199706,20.28492085364533
"Ambagan - Parking, Jubliee Park gate",Jharkhand,Jamshedpur,"Ambagan, Sakchi, Jamshedpur, Jharkhand - 831001",22.808483,86.198276,7.0,7.3959492039537995,13.118355993026377,17.084570861427572,20.466363043019292
"IOCL Sahara Hospitality, Vile Parle",Maharashtra,Mumbai,"opp. Domestic Airport, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400099",,,7.0,7.37785004937353,11.895786480643608,15.770257583412954,21.400630158805512
"Hotel Parivar, Mehkar Buldhana",Maharashtra,Buldhana,"SH-207, Mehkar Malegaon Karanja Road, Mehkar, Buldhana Maharashtra - 443301",,,7.0,9.525482251667151,10.904709438118878,15.666573854754434,20.81228035013163
"Hotel Sanskruti , Trambakeshwar Rd",Maharashtra,Nashik,"Trambakeshwar Rd, Belgaon Dhaga, Nashik, Maharashtra 422007",19.973146,73.68105,7.0,7.313306805394818,12.528368903819008,15.326548539934482,20.089296801763012
"IOCL Manjalpur, GIDC Rd Manjalpur",Gujarat,Vadodara,"312, GIDC Rd, Beside Om Pippadiya Hanumanji Mandir, Ghanshyam Nagar Society 2, Manjalpur, Vadodara, Gujarat 390011",22.271793,73.190795,7.0,7.057505416896695,14.656750299173282,16.72980017234661,22.821635864106565
"RKL TML Showroom, Sec 9 GIDA",Uttar Pradesh,Gorakhpur,"AL -4A, Sector 9 GIDA , Gorakhpur, Uttar Pradesh- 273209",26.743642,84.263369,7.0,9.387221106327882,10.205731927353082,16.68613396444144,23.35968231973316
"IOCL - Citi Fuels, Virender Nagar",Delhi,Delhi,OPP.-VIRENDER NAGAR NEAR BHARATI COLLEGE NEW DELHI,28.622486,77.09547,7.0,7.8505575335892726,10.892202890585684,16.846159473204363,19.766903965052062
"SRM Motors, Vikas Nagar",Uttar Pradesh,Lucknow,"11/CP-2, Tedhi Pulia Ring Rd, Vikas Nagar, Lucknow, Uttar Pradesh 226022",26.900894,80.964231,7.0,9.212775523633798,14.67280826338201,16.32804323664092,20.234013110074102
"Shree Dev Wheels, Acharya Nagar",Uttar Pradesh,Ayodhya,"Plot No 402 and 403 B Sultanpur Road, Acharya Nagar, near Avadh University, Ayodhya, UP 224001",26.755089,82.141261,7.0,7.729606651054652,14.232444529676574,16.903814439846517,20.760914739587058
"IOCL - Gay Service Station, Azadpur",Delhi,Delhi,"Near Azadpur, New Delhi,110033",28.703312,77.181109,7.0,9.499190152279425,11.699609480140175,17.434389670247295,19.385138077481745
"Ace Kudale Cycles, Manjri  Bk",Maharashtra,Pune,"Manjri Bk, Pune, Maharashtra 412307",18.4957722,73.97893593,7.0,7.096277016810578,11.263657690129229,15.907137557535535,20.76041532816653
"Hotel Dreamland, ST Main Market Mahabaleshwar",Maharashtra,Mahabaleshwar,"BUS STAND, MAIN MARKET, behind S.T, Mahabaleshwar, Maharashtra 412806",17.92564438,73.65552014,7.0,7.410780931062829,12.51714167700614,16.699902620423913,23.010697832177964
"ARDEE MALL, Sec 52 Gurgaon",Delhi,Gurgaon,"Ardee City Road, Sector 52, Gurgaon-122022",28.444672,77.08082,7.0,8.453699900636456,10.578247544474493,15.952444706983668,22.78990949408192
"Hotel Baba Ramdev, Sirohi",Rajasthan,Sirohi,"Hotel Baba Ramdev Campus, Nh. 62, near Paladi (m), Vera Vilpur, Sirohi, Rajasthan 307043",24.973775,72.895964,7.0,7.197799588955552,14.8769284364959,17.479578142821644,19.238862782631053
"ABC Autolink, NH 64 Ranoli",Gujarat,Vadodara,"No 1401, Ranoli GIDC, Vadodara, NH 64, Gujarat 391350",22.403828,73.13455,7.0,8.88306441054957,13.501125151407914,16.054296896560828,20.8267283696451
"Brookfield, Powai",Maharashtra,Mumbai,"Spectra, High St, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",19.11637,72.91086,7.0,7.592914186647747,12.504204162370794,16.122729184061438,19.881770161623667
"Brookfield, Powai",Maharashtra,Mumbai,"Pay & Park, Central Ave, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",19.11644,72.90968,7.0,7.041788867285177,13.354664824396187,15.387399708946294,21.190643373143025
"MG Ranchi, Line Tank Road",Jharkhand,Ranchi,"Near Firayalals Pulsar Plaza, Line Tank Rd, Ranchi, Jharkhand 834001",23.371745,85.326113,7.0,8.33798027169616,13.14095481315508,17.926484923107967,23.79826809880756
"MG Bhubaneswar, NH 16",Odisha,Bhubaneswar,"Plot No. 86/88, Near Apex Institute of Technology & Management, Pahala, NH-16, Bhubaneswar, Odisha-752101",20.352134,85.8903743,7.0,9.557783344956517,14.656535427807254,17.147568567269328,22.80253858800379
"Ginger Nashik , Satpur Colony",Maharashtra,Nashik,"Plot No P 20 (Part), Satpur MIDC Near Satpur MIDC Police Station (Near Bank of India, Branch Nashik, Trimbakeshwar Rd, MIDC, Satpur Colony, Nashik, Maharashtra 422007",19.991881,73.743904,7.0,8.459818058966587,12.94543339337557,15.301036388697963,23.940467269246064
"TML- Sterling Motors , Renuka Nagar",Maharashtra,Nashik,"PB No 033, Old Agra Rd, Gadkari Chowk, Renuka Nagar, Nashik, Maharashtra 422001",19.9932,73.783133,7.0,9.308014153699087,10.337166416118377,16.488857922449697,19.990500236899813
"IOCL Kevadia, Garudeshwar",Gujarat,Kevadia,"Survey No u00e2u0080u0093 422, 423 Village u00e2u0080u0093 Kevadiya, Taluka u00e2u0080u0093 Garudeshwar District u00e2u0080u0093 Narmada, Gujarat, 393151",21.885704,73.688136,7.0,7.551621627367772,10.377870614843014,17.16687485512339,19.09467049253959
"Satish Motors, Wanjarwadi",Maharashtra,Aurangabad,"Plot No72/1 Saharanpur, Wanjarwadi Aurangabad 431002",19.911983,75.232932,7.0,9.454633241320426,13.120120625441956,16.571378177471157,21.994145247664136
"Heritage Motors, Ghodbunder",Maharashtra,Thane,"Rosa Vista, MH SH 42, opp. Suraj Water Park, Thane, Maharashtra 400607",19.25612,72.97145,7.0,8.819478376182586,10.947617000602245,17.012861818128098,23.813693149128913
"IOCL Karari Fuels, NH 44 Kishangarh",Punjab,Kisangarh,"NH 44, Kishangarh chownk, Jalandhar - Pathankot Rd, Punjab 144301",31.431348,75.620357,7.0,9.409913645117227,14.902901073585356,16.199280081033855,18.694769750663404
"IOCL Royal Petro, NH 44",Haryana,Karnal,"NH 44, Near The Royal Paradise Resort , Karnal- 132001",29.731581,76.976511,7.0,9.445415794196895,13.661970529008766,17.48894764154741,21.69136757053866
"Sagar Motors, Sector 5 Noida",Uttar Pradesh,Noida,"B-123, Udhyog Marg, opp. PayTM building, B Block, Sector 5, Noida, Uttar Pradesh 201301",28.59093,77.31969,7.0,9.833687026656673,14.614886403985956,16.792136487168428,23.171406330854897
"Smile Stone Motels, Kamargaon",Maharashtra,Ahmednagar,"76/B, Nagar-Pune Road, Kamargaon, Ahmednagar,Maharashtra-411 005",18.9852363,74.5760075,7.0,9.88386517221566,11.627882274183737,15.058301886146534,22.436720008227475
"One Awadh Centre, Gomti Nagar",Uttar Pradesh,Lucknow,"384, Vibhuti Khand, Gomti Nagar, Lucknow, Uttar Pradesh 226010",26.86372513,81.01027566,7.0,9.26653745350678,13.25254143977424,15.075289213834168,21.784619314883415
"IOCL COCO u00e2u0080u0093 Central Jail RO, Rambagh",Madhya Pradesh,Indore,"Snehlataganj, Indore, Madhya Pradesh 452003",22.335789,73.173794,7.0,9.14107163082268,10.971822070270171,16.535448536249266,21.967332318599336
"IOCL - Vrindavan Fuels, Mangal Nagar,Manikbagh",Madhya Pradesh,Indore,"Manikbagh, Mangal Nagar, Indore, Madhya Pradesh 452014",22.6848351,75.8558249,7.0,9.46978543966868,14.144115973543775,15.316652536952942,18.41088133579823
"Chandrani Enterprises, Bogra",West Bengal,Bardhaman,"N/536 BOGRA CHATTI National Highway 2 Paschim Burdwan. , Bogra, Bardhaman- 713332",23.663888,87.057978,7.0,9.224513284471403,12.615695126549236,15.382402263388078,23.802682327455617
"SS Motogen, Barwadda",Jharkhand,Dhanbad,"NH 2 Kashitand, Nag Nagar, Barwadda, Dhanbad, Jharkhand 826004",23.848551,86.441642,7.0,9.186918236925868,10.92509214656542,16.84767087337674,20.474348893624782
"TC Motors, Domjur",West Bengal,Howrah,"NH 16, Salap More, near Kolkata West International City, Domjur, Howrah, West Bengal 711403",22.614383,88.273187,7.0,7.54469762539431,13.012730137416224,17.548785838734545,21.386033375207667
"Rangeet Auto, NH 31",West Bengal,Coochbehar,"31-NH CHOKCHOKA, OPPOSITE PROVA AUTOMOBILE, NEAR CHECK POST, COOCHBEHAR, COOCH BEHAR, WEST BENGAL, 736101",26.323416,89.484913,7.0,8.025460763239378,13.673042591273603,17.713884909014762,22.068672515998834
"Rangeet Auto, Rumtek Road",Sikkim,Gangtok,"R.P. ALLEY COMPLEX, ADAMPOOL, RUMTEK ROAD, GANGTOK, EAST SIKKIM, SIKKIM, 737135",27.305524,88.585965,7.0,8.533236665218306,13.144122562687249,17.568994719500903,23.568930834230777
"Rangeet Auto, Sevoke Road",West Bengal,Siliguri,"Shop No 1 And 2, Orchid Building, Sevoke Road, Near Check Post, Near Vega Mall, Siliguri, West Bengal 734001",26.750937,88.439995,7.0,7.07213821269519,13.263183056364703,15.059287300475408,23.64793241629091
"Tata Steel, Park Street",West Bengal,Kolkata,"43, Jawaharlal Nehru Rd, Kankaria Estates, Park Street area, Kolkata, West Bengal 700071",22.547449,88.349602,7.0,7.8479811548832865,10.677318673854336,15.960334044669771,20.090480248094035
"Orange Auto, Erragadda",Telangana,Hyderabad,"8-3-165, Beside Gokul Theatre, Erragadda, Hyderabad u00e2u0080u0093 500018",17.454398,78.434575,7.0,7.671616296665604,12.200098240355244,17.86384434757366,22.879347019047994
"Orange Auto, Karkhana",Telangana,Hyderabad,"Plot No 54, Gayatri Westend Kakaguda, Karkhana, Secunderabad - 500015",17.45848,78.5,7.0,9.412234263610813,13.966552200392268,16.392840712331083,22.291381191646018
"Orange Auto, Hafeezpet",Telangana,Hyderabad,"16ABC, Mini Industrial estate, Hafeezpet, Hyderabad, Telangana 500049",17.490308,78.354536,7.0,7.294370355372483,12.60588526396035,15.683151495197755,21.525293333011366
"KRAFT AUTO, Bokaro Industrial Area",Jharkhand,Bokaro,"Plot no.- II/A 88, Phase - II,Bokaro Industrial Area,Bokaro - Jharkhand 827014 ",23.66473,86.073024,7.0,9.383115316133297,13.596038611813242,17.37858780619975,21.21743695571572
"Lexus Motors, New Town",West Bengal,Kolkata,"Plot No IID/13, Major Arterial Road (North Extension, 14, Rajarhat Rd, AA II, Newtown, Kolkata, West Bengal 700156",22.620585,88.461154,7.0,8.815831095648196,10.860492784775278,17.38328925061717,22.19457247712645
"Shankar Motors, Patliputra Industrial Area",Bihar,Patna,"Shankar Motors Patna, C1, behind P & M Mall, Patliputra Industrial Area, Patliputra Colony, Patna, Bihar 800013",25.634199,85105514.0,7.0,7.1084533757513695,12.242611932558004,15.456319346394817,21.59721072272247
"IOCL Drive-In, Belgachia",West Bengal,Kolkata,"Khudiram Bose Road (Guchia Rd), Dutta Bagan, Belgachia, Kolkata, West Bengal 700037",22.607396,88.392281,7.0,9.925965709055086,13.837437890535771,15.983104475946764,21.47832324529069
"Four Points By Sheraton, Tonk Road",Rajasthan,Jaipur,"No. 1, City Square, Vasundhara Colony, Tonk Road, Jaipur, Rajasthan, 302016",26.8643722,75.7957703,7.0,8.181877573656655,14.17154424052512,15.475463621006146,18.67327956748575
"Four Points By Sheraton Hotel, Nagar Road",Maharashtra,Pune,"5th Milestone, Nagar Road, Pune - 411014",18.562826,73.922392,7.0,8.248035679728327,14.94002541111866,15.274812705343761,20.477900480398425
"Fairfield by Marriott,Gachibowli",Telangana,Hyderabad,"Road No. 2, Financial District, Gachibowli, Hyderabad, Telangana - 500032",17.423858,78.347334,7.0,9.676849494272727,11.001393033193823,17.748149588883134,22.688721267563537
"Fairfield by Marriott, Mahindra World City",Tamil Nadu,Chennai,"Near Main Entrance, Mahindra World City, Chennai - 603002",12.730596,80.00463,7.0,8.27561064553446,11.537364904537753,16.102818403083777,22.807387149473186
"Four Points by Sheraton, Chennai OMR",Tamil Nadu,Chennai,"Survey No 169, Plot 1B and 1A, Rajiv Gandhi Salai, Kumaran Nagar, Sholinganallur, Chennai-600119,Four Points 1, Semmancheri, Chennai, Tamil Nadu 600119",12.875613,80.227372,7.0,8.777223842902915,13.704351512133915,16.757820432603598,21.080582135874042
"Fairfield by Marriott, Ashram Rd",Gujarat,Ahmedabad,"Ashram Rd, Satyawadi Society, Usmanpura, Ahmedabad, Gujarat 380013",23.0522787,72.5710882,7.0,8.905603076798778,13.864263894550572,16.613342320844126,18.129976905775596
"IOCL - Ruchika Service Station, Mayur Vihar",Delhi,Delhi,"KONDLI GHARAOLI,  MAYUR VIHAR PH-III NEW DELHI-110096",28.6034988,77.3354221,7.0,7.920535345018091,11.335068646918726,17.71568373358108,20.049493970573508
"Sagar Motors, Dilshad Garden",Delhi,Delhi,"No ZB/43 487 & ZB, 44 487, Dilshad Garden, New Delhi, Delhi 110095",28.676246,77.31768,7.0,9.053587533341076,14.72954647485691,16.009910792948034,22.552920295159105
"IOCL Laxmi Narayan Petroleum, Changodar",Gujarat,Changodar,"National Highway 8A, Changodar, Gujarat 382210",22.9378139,72.455668,7.0,9.66771372114592,13.774359078448752,15.609751649687363,23.343442589391948
"IOCL Om Petroleum, Kamod",Gujarat,Kamod,"Kamod, Gujarat 382427",22.9247437,72.5434955,7.0,7.733888661430171,13.388075814683214,15.487850316623504,18.38165975692408
"IOCL Omkar Petroleum, Subhanpura",Gujarat,Vadodara,"High Tension Rd, Subhanpura, Vadodara, Gujarat 390023",22.3216986,73.154986,7.0,8.042258687583601,13.808494025837774,17.410880965177842,23.413383708126425
"Lexican Motors, Matigara",West Bengal,Siliguri,"Reliance Industrial Consortium Ltd. NH 31 Baniakhari, Kusumnagar Landmark, beside Barsana Hotel, Matigara, Siliguri, West Bengal 734010",26.729623,88.373903,7.0,9.112887737415729,11.630502407318524,15.36839746941902,21.59968764281836
"Panvel Industrial Fastners, Mum-Pune Expressway",Maharashtra,Navi Mumbai,"Next MGL CNG Station, 29/37 Jawahar Coop Industrial Estate , On Mumbai - Pune Express Highway, Taluka, Kamothe, Panvel, Navi Mumbai, Maharashtra 410209",,,7.0,8.04299823871531,13.860683593335889,15.932022387548631,18.34345300373551
"IOCL Shanthi Social Services, Singanallur",Tamil Nadu,Coimbatore,"128, 2247, Trichy Rd, Krishnapuram Medu, Singanallur, Tamil Nadu 641005",11.00269216,77.0387079,7.0,9.081302843358701,13.385649154662511,16.002972716151035,19.97129254860623
"Hotel Mamalla Heritage, Fisherman Colony",Tamil Nadu,Mahabalipuram,"104 east raja street, Mahabalipuram, Tamil Nadu 603104",12.61860448,80.19400597,7.0,7.726003573717196,10.087356532587048,17.237390701076762,22.021805257195467
"Motel Mamalla, SH 49",Tamil Nadu,Mahabalipuram,"Motel Mamalla No.77, East Coast Road, SH 49, Mahabalipuram, Tamil Nadu 603104",12.6325138,80.1958391,7.0,9.27585159396044,10.360981384603829,15.973473041593135,21.92755859940484
"Pumpkin Tales, Alwarpet",Tamil Nadu,Chennai,"37, 20, Bheemanna Garden St, Alwarpet, Chennai, Tamil Nadu 600018",13.033655,80.255285,7.0,8.500980326815096,13.341251445791693,15.81209709926131,23.57628459395078
"Mahati Industries limited, Shankar Sheth Road",Maharashtra,Pune,"32/33, Shankar Sheth Road, B/H S T Workshop, Shankar Sheth Road, Pune, Maharashtra-411037",18.4995583,73.8685639,7.0,8.97490455634109,12.950905575701322,16.192477263725674,18.272173436873267
"Blue Moon Highway Restaurant, Bangalore-Hyderabad Highway",Andhra pradesh,Anantapuram,"NH 44; Bangalore - Hyderabad  highway, 116/1B, Midthuru, Peddavaduguru, Anantapuram, Andhra Pradesh 515405",15.02395,77.620628,7.0,7.678995157680332,11.965696824936629,16.176917038385337,18.43264124778248
"Dion Automotives, Ankuli Bye Pass Road",Odisha,Berhampur,"Ankuli Bye Pass Road, Berhampur, Ganjam Dist ODISHA 760010",19.298988,84.831762,7.0,9.760941973071208,12.339708229086582,17.33086679737362,22.384746351063427
"Shyam Automotive, AB Road",Madhya Pradesh,Indore,"A B Road, Before Emerald Heights School, Indore, Madhya Pradesh 453331",22.6520302,75.821321,7.0,9.819373804709345,10.650708050447648,17.211684676763678,20.44606021804912
"IOCL - Jopadevi Petroleum, Talegaon-Chakan Rd",Maharashtra,Khalumbre,"Talegaon-Chakan Rd, Khalumbre, Maharashtra 410501",,,7.0,8.905745330065093,13.967921871753408,17.910599376500905,20.785150090908356
"IOCL - Trishul Service Station, Pimpri-Chinchwad",Maharashtra,Pune,"T-163, MIDC Bhosari, Pune, MIDC, Bhosari, Pimpri-Chinchwad, Piune-411026",18.6209574,73.8299842,7.0,9.711744866319222,11.275190139122724,16.665527028371734,19.89490468627813
"Aavas Hotels & Resorts, NH 16 Velampalli",Andhra pradesh,Ongole,"NH 16, Vijayawada - Nellore Hwy, Vellampalli (Maddipadu) Ongole,  Andhra Pradesh u00e2u0080u0093 523211",15.6382976,80.0167529,7.0,9.340845706305135,14.141871364612541,17.427563031176977,20.53434243684535
"Bahubali Motors, Transport Nagar",Chhattisgarh,Raipur,"Mumbai - Kolkata Hwy, Beside M.P Dhaba, Transport Nagar, Tatibandh, Raipur, Chhattisgarh 492099",21.2567897,81.5594445,7.0,9.516719283484155,14.379793141994316,15.233324122843568,23.853013475481838
"Malik Cars, Old Bowenpally",Telangana,Secunderabad,"Adj Service Road Sri Sai Enclave, Old Bowenpally, Secunderabad, Telangana 500011",17.478362,78.4737723,7.0,8.031526226136487,13.591641293846742,16.464451321206877,23.45165713482735
"Sairam Automobiles, Krishna Nagar",Chhattisgarh,Bhilai,"Sairam auto G. E Road, Krishna Nagar, Supela, Bhilai, Chhattisgarh 490023",21.2165392,81.401487,7.0,9.944464469460177,10.981589342650228,17.140800231539593,22.16895898938305
"Sairam Automobiles, Light Industrial Area",Chhattisgarh,Khursipar," Zone III, Light Industrial Area, Khursipar, Chhattisgarh 490011",21.206036,81.3418606,7.0,9.218939670988338,14.584920577440837,16.4784303603752,23.348821963781106
"Shankar Motors, Prem Nagar",Bihar,Bhagalpur,"Ground Floor, Sabour Rd, near Engineering College, Prem Nagar, Bhagalpur, Bihar 812002",25.2522094,87.0450289,7.0,8.954665129587514,11.58439699104399,15.584167004296592,18.82572182967808
"IOCL - NAVABHARAGAVA FILLING STATION, Vijayawada - Hyderabad Hwy",Andhra pradesh,Vijayawada,"Vijayawada - Hyderabad Hwy, Ibrahimpatnam, Andhra Pradesh 521456",16.5812639,80.5263493,7.0,8.554960932987058,12.681767456875704,16.653980642142013,22.27668726969671
"Pacific Mall, Tagore Garden",Delhi,Delhi,"Najafgarh Rd, Tagore Garden, Tilak Nagar, New Delhi, Delhi 110018",28.6422188,77.1058913,7.0,8.005897848284155,11.669742923649927,16.792792325577825,22.617519452852655
"Pacific Mall, Netaji Subash Palace",Delhi,Delhi,"Pitam Pura, New Delhi, Delhi 110034",28.6933409,77.1531325,7.0,7.343887625427483,12.140171888305028,15.754496083576573,22.251974214620006
"Pacific Mall,  Dwarka",Delhi,Delhi,"Dwarka sector 21 metro station, PACIFIC MALL, Sector 22 Rd, Sector 21, Dwarka, New Delhi, Delhi 110077",28.5512199,77.056702,7.0,7.605687032176455,13.837067972168988,15.54397906042926,22.026668942228323
"Pacific Mall, Sahibabad",Uttar Pradesh,Ghaziabad,"Plot Alpha, Sahibabad Industrial Area Site 4, Sahibabad, Ghaziabad, Uttar Pradesh 201010",28.6461808,77.3207891,7.0,7.049681023645379,11.615589676959619,17.14330875851809,21.937336125201337
"Pacific Mall, Rajpur Road",Uttarakhand,Dehradun,"Pacific mall, Rajpur Rd, Jakhan, Dehradun, Uttarakhand 248001",30.3662595,78.070528,7.0,9.69890527121198,13.27877668472948,15.672830797336374,19.839306877627628
"Tristar Auto Agencies, RK Beach Junction",Andhra pradesh,Vizag,"Beside Kali Matha Mandhir, RK Beach Junction, Visakhapatnam-530002",17.71241304,83.3184811,7.0,9.432818878102555,10.714635758564746,15.562370970682172,19.92369354548044
"Zostel, Dandeghar",Maharashtra,Panchgani,"Panchgani, Wai, Main Road, Dandeghar, Maharashtra 412805",17.9335258,73.8158574,7.0,7.068455836722651,11.893051624096397,16.453400288857814,18.82732224255753
"Rama Automobiles, Patilwada",Maharashtra,Pune,"Ground Floor Pune Nasik Highway, Manchar, Shevawadi, behind Morde Food Product Company, Patilwada, Pune, Maharashtra 410503",18.99132729,73.94277954,7.0,7.019703489054767,12.30023900701065,15.248449366546003,21.244207557102584
